nt	UM	MU
3400	6.67E-85	4.09E-118
3401	4.09E-118	4.03E-114
3402	7.37E-120	1.09E-116
3403	2.77E-139	2.77E-139
3404	6.92E-12	1.07E-81
3405	0.000157121	5.59E-08
3406	0.999999968	3.50E-25
3407	0.999999998	8.57E-20
3408	0.002788019	7.18E-08
3409	6.63E-09	1.12E-21
3410	0.052508157	0.507166245
3411	9.84E-28	7.00E-06
3412	3.96E-35	6.91E-22
3413	1.59E-109	3.37E-29
3414	2.33E-105	3.19E-106
3415	7.53E-05	0.152637748
3416	3.56E-32	0.999999816
3417	2.77E-139	2.10E-137
3418	2.77E-139	2.77E-139
3419	2.53E-78	1.30E-60
3420	2.08E-06	0.885525989
3421	1.15E-30	1.22E-11
3422	6.01E-56	3.02E-24
3423	2.79E-65	4.46E-39
3424	4.99E-123	2.31E-85
3425	2.77E-121	2.23E-37
3426	1.11E-102	5.86E-32
3427	4.58E-92	3.85E-47
3428	2.18E-41	3.20E-10
3429	2.80E-32	0.010503828
3430	7.58E-122	2.24E-39
3431	0.002777266	9.18E-06
3432	3.42E-39	1.21E-12
3433	4.25E-06	4.40E-06
3434	1.70E-63	3.20E-41
3435	7.26E-116	3.57E-89
3436	1.90E-128	1.06E-109
3437	1.35E-67	1.08E-47
3438	5.00E-06	1.45E-05
3439	7.55E-72	6.13E-11
3440	2.77E-139	4.23E-108
3441	4.51E-124	2.36E-91
3442	1.90E-128	1.93E-60
3443	9.13E-93	1.06E-91
3444	1.75E-115	7.37E-120
3445	1.45E-126	3.48E-90
3446	6.30E-08	5.91E-08
3447	5.52E-07	2.87E-08
3448	0.982850175	3.18E-11
3449	3.54E-121	5.02E-123
3450	8.29E-82	2.82E-27
3451	2.77E-139	1.76E-137
3452	1.43E-39	0.998223128
3453	1.64E-99	4.17E-62
3454	2.81E-125	7.26E-134
3455	2.77E-121	1.59E-56
3456	7.26E-134	5.05E-98
3457	1.99E-86	1.33E-103
3458	1.33E-103	4.65E-96
3459	2.77E-139	2.77E-139
3460	7.37E-102	1.59E-91
3461	1.53E-48	3.50E-60
3462	5.61E-08	5.11E-08
3463	5.03E-07	9.14E-10
3464	5.12E-08	5.11E-08
3465	1.09E-51	1.01E-10
3466	9.43E-60	1.93E-31
3467	4.43E-65	4.48E-22
3468	9.42E-12	0.999971887
3469	1.01E-09	5.79E-08
3470	9.92E-10	1.01E-09
3471	3.10E-06	6.63E-09
3472	7.97E-10	7.63E-10
3473	1.66E-09	5.14E-09
3474	7.89E-08	5.50E-07
3475	5.52E-132	2.40E-44
3476	1.31E-117	2.54E-23
3477	1.95E-137	8.06E-111
3478	0.000504742	0.009753972
3479	6.37E-07	0.00405732
3480	8.03E-69	5.74E-13
3481	4.11E-27	0.051205068
3482	3.58E-58	1.03E-53
3483	2.37E-76	2.98E-52
3484	1.81E-52	5.44E-22
3485	6.89E-11	3.25E-33
3486	0.001357531	7.21E-05
3487	1.38E-45	3.00E-31
3488	3.28E-22	1.47E-23
3489	3.69E-15	0.00318735
3490	0.000587591	0.031315016
3491	9.91E-08	4.21E-07
3492	1.01E-65	1.15E-39
3493	1.75E-80	5.57E-32
3494	5.07E-109	1.71E-30
3495	1.06E-126	1.06E-91
3496	2.81E-125	7.35E-109
3497	3.49E-75	2.56E-23
3498	2.77E-139	4.99E-123
3499	4.24E-95	2.65E-96
3500	9.66E-08	5.59E-08
3501	8.30E-10	6.91E-10
3502	2.41E-09	8.35E-10
3503	7.22E-10	7.19E-10
3504	4.86E-09	2.97E-06
3505	9.69E-15	0.999968486
3506	1.35E-66	2.20E-09
3507	4.36E-73	2.34E-40
3508	1.07E-130	1.22E-72
3509	8.99E-107	2.95E-65
3510	2.77E-139	1.72E-75
3511	2.77E-139	1.07E-130
3512	2.77E-139	2.77E-139
3513	7.26E-134	1.22E-54
3514	2.17E-91	7.49E-106
3515	0.999999033	2.01E-62
3516	0.999999945	3.46E-32
3517	3.76E-38	1.94E-39
3518	2.11E-57	1.35E-52
3519	3.48E-80	9.37E-57
3520	4.16E-122	7.26E-116
3521	2.81E-125	1.46E-73
3522	4.99E-123	7.37E-102
3523	1.24E-44	1.42E-66
3524	1.07E-112	2.19E-49
3525	2.77E-139	1.09E-98
3526	1.49E-77	9.13E-93
3527	7.27E-81	9.27E-79
3528	4.10E-101	4.51E-124
3529	3.79E-121	1.50E-130
3530	0.9999916	6.92E-13
3531	5.27E-08	6.80E-10
3532	3.76E-08	8.82E-10
3533	2.17E-09	7.22E-10
3534	7.91E-10	6.72E-10
3535	6.72E-10	6.72E-10
3536	3.43E-09	9.95E-10
3537	2.48E-05	9.80E-08
3538	9.31E-59	1.45E-40
3539	3.34E-33	2.75E-16
3540	5.05E-98	4.91E-24
3541	3.16E-105	6.91E-45
3542	5.97E-112	7.99E-28
3543	2.77E-139	5.07E-109
3544	2.77E-139	2.77E-139
3545	3.68E-89	2.81E-107
3546	8.24E-20	4.85E-60
3547	3.51E-37	1.77E-59
3548	8.14E-18	1.56E-80
3549	0.99990629	5.40E-40
3550	4.03E-51	1.60E-35
3551	1.93E-114	3.43E-59
3552	2.81E-125	1.11E-102
3553	2.22E-100	2.56E-62
3554	2.81E-61	9.13E-43
3555	4.38E-61	1.15E-50
3556	1.89E-36	5.66E-11
3557	4.98E-08	0.042427006
3558	6.78E-10	4.43E-07
3559	1.94E-21	0.999999999
3560	2.51E-18	0.999999982
3561	3.85E-64	0.999881085
3562	2.81E-125	1.66E-82
3563	4.99E-123	1.33E-103
3564	5.67E-92	1.11E-48
3565	4.16E-104	6.76E-70
3566	2.86E-111	2.14E-108
3567	2.25E-76	1.90E-110
3568	0.962537382	5.44E-36
3569	0.998384777	1.37E-24
3570	2.27E-14	3.36E-24
3571	6.18E-96	6.56E-63
3572	1.06E-126	5.97E-94
3573	7.37E-120	4.14E-92
3574	1.07E-20	0.947725294
3575	3.02E-74	1.56E-76
3576	1.11E-32	1.46E-73
3577	7.56E-134	1.07E-130
3578	9.20E-08	9.03E-42
3579	0.99999775	2.62E-62
3580	7.92E-07	7.13E-10
3581	0.163667473	1.45E-09
3582	0.998612385	1.64E-33
3583	8.53E-07	7.05E-45
3584	0.999764331	7.27E-19
3585	6.63E-20	2.64E-30
3586	1.05E-05	7.44E-29
3587	1.36E-07	1.80E-07
3588	1.62E-07	8.73E-09
3589	0.877882318	0.003967011
3590	2.73E-38	1.24E-45
3591	9.30E-77	8.66E-43
3592	0.999995116	1.41E-18
3593	2.48E-05	9.10E-10
3594	2.29E-09	7.49E-10
3595	2.33E-09	6.45E-09
3596	0.033756096	0.639666209
3597	4.33E-09	1.32E-07
3598	2.96E-07	9.74E-10
3599	0.999976332	1.92E-20
3600	0.009391127	2.46E-24
3601	9.04E-133	4.54E-95
3602	2.17E-07	1.27E-17
3603	1.61E-40	1.33E-16
3604	3.94E-63	5.77E-54
3605	4.65E-78	1.70E-84
3606	2.51E-53	9.01E-69
3607	2.77E-121	2.35E-79
3608	8.59E-53	3.66E-50
3609	6.61E-70	1.82E-64
3610	1.22E-64	6.56E-53
3611	1.38E-25	1.63E-20
3612	5.55E-57	3.18E-38
3613	6.64E-25	7.75E-59
3614	4.49E-05	5.74E-45
3615	0.000431405	2.26E-27
3616	9.73E-27	2.53E-43
3617	5.88E-26	6.76E-46
3618	2.13E-66	1.79E-25
3619	3.24E-31	9.75E-32
3620	2.49E-16	9.37E-22
3621	0.999999016	1.11E-19
3622	0.998071594	2.75E-19
3623	0.999999961	1.05E-16
3624	0.99998255	6.65E-28
3625	1.09E-12	6.40E-31
3626	1.71E-06	4.73E-05
3627	0.999995001	1.93E-15
3628	0.031281571	2.50E-06
3629	3.66E-88	1.47E-58
3630	2.77E-139	4.01E-102
3631	1.72E-111	1.15E-66
3632	5.59E-11	1.69E-31
3633	0.999999253	6.79E-33
3634	0.999999946	1.47E-29
3635	0.119086498	6.85E-10
3636	0.999999997	9.47E-25
3637	0.999999991	6.60E-20
3638	0.999999998	1.02E-30
3639	0.999955299	8.48E-14
3640	0.999999378	5.78E-24
3641	0.999999115	3.09E-16
3642	0.974514521	5.34E-10
3643	0.99999802	2.98E-21
3644	0.999999996	1.33E-31
3645	0.999738234	4.20E-13
3646	0.999999328	2.20E-15
3647	0.999993528	8.19E-15
3648	0.999979014	7.87E-14
3649	0.002735791	1.60E-09
3650	0.008101003	5.50E-09
3651	0.999911392	1.18E-24
3652	1.38E-05	3.53E-32
3653	0.073943778	0.004534313
3654	1.23E-11	2.20E-38
3655	2.42E-05	9.57E-19
3656	2.10E-11	1.31E-34
3657	0.999984329	8.06E-44
3658	0.999490742	5.29E-54
3659	0.000118677	1.66E-42
3660	9.66E-38	1.12E-42
3661	3.36E-37	8.54E-50
3662	1.25E-25	2.03E-31
3663	1.16E-08	7.91E-25
3664	3.64E-40	1.30E-38
3665	2.81E-10	5.61E-51
3666	3.69E-08	3.26E-46
3667	3.60E-30	4.23E-73
3668	6.62E-22	2.68E-43
3669	0.051696317	1.89E-22
3670	0.003105279	3.85E-11
3671	0.016044731	8.31E-07
3672	0.433759618	1.69E-08
3673	0.272982837	1.40E-07
3674	0.404721056	5.99E-09
3675	0.9857232	3.59E-08
3676	0.002926262	2.23E-27
3677	2.84E-25	3.00E-34
3678	7.34E-37	5.60E-52
3679	2.74E-24	3.52E-35
3680	2.28E-40	3.88E-42
3681	5.19E-19	7.77E-24
3682	6.20E-16	2.41E-21
3683	1.83E-17	2.95E-30
3684	1.86E-19	3.49E-34
3685	4.27E-16	1.86E-36
3686	2.04E-09	2.11E-23
3687	4.51E-13	3.66E-25
3688	3.68E-10	3.95E-37
3689	4.47E-35	2.74E-51
3690	8.65E-42	8.18E-52
3691	5.52E-36	2.17E-44
3692	6.18E-15	3.90E-11
3693	3.19E-24	2.98E-22
3694	1.87E-36	5.34E-22
3695	2.19E-44	1.31E-24
3696	5.50E-39	7.43E-22
3697	2.40E-30	7.03E-16
3698	1.96E-47	1.93E-24
3699	2.71E-33	3.70E-15
3700	2.95E-34	6.84E-19
3701	2.09E-28	1.26E-20
3702	1.64E-26	1.74E-14
3703	2.87E-20	7.98E-25
3704	2.71E-19	9.05E-14
3705	1.31E-60	2.72E-35
3706	7.98E-61	4.98E-28
3707	2.28E-50	2.35E-30
3708	5.38E-52	9.99E-19
3709	5.06E-43	6.97E-28
3710	8.50E-53	1.77E-18
3711	2.20E-28	2.13E-13
3712	4.73E-47	3.66E-21
3713	1.21E-43	7.95E-31
3714	5.28E-19	3.73E-30
3715	1.48E-05	2.06E-17
3716	0.002405634	4.69E-13
3717	4.49E-18	3.77E-22
3718	0.970019969	4.66E-05
3719	6.72E-05	1.95E-19
3720	1.47E-11	1.32E-16
3721	2.01E-11	1.72E-25
3722	0.001643949	2.76E-12
3723	1.57E-08	9.47E-22
3724	6.20E-06	1.47E-21
3725	4.99E-12	1.74E-29
3726	4.02E-14	1.75E-28
3727	2.11E-09	2.35E-28
3728	5.82E-07	4.54E-11
3729	0.003160709	4.17E-09
3730	1.23E-20	3.20E-31
3731	9.40E-11	2.13E-24
3732	6.65E-26	2.73E-24
3733	4.14E-22	2.28E-22
3734	6.76E-29	6.15E-21
3735	2.74E-17	2.90E-34
3736	6.89E-09	2.13E-28
3737	3.29E-08	1.86E-29
3738	1.81E-37	6.45E-47
3739	1.69E-18	9.36E-20
3740	1.16E-34	1.10E-36
3741	3.01E-36	4.05E-35
3742	5.75E-15	5.65E-24
3743	8.01E-14	1.94E-17
3744	0.092838505	1.29E-14
3745	1.33E-07	4.99E-28
3746	1.62E-13	1.94E-38
3747	1.00E-11	2.78E-38
3748	1.50E-08	8.27E-23
3749	5.81E-06	3.79E-17
3750	2.29E-37	1.65E-27
3751	2.23E-38	4.48E-40
3752	0.000420062	4.36E-32
3753	1.11E-18	2.98E-32
3754	3.71E-24	2.25E-30
3755	3.84E-37	5.75E-27
3756	2.13E-49	3.38E-40
3757	2.63E-63	7.08E-41
3758	4.13E-45	1.61E-47
3759	3.29E-25	6.26E-24
3760	2.75E-54	1.53E-31
3761	6.48E-30	2.77E-26
3762	3.00E-18	4.94E-22
3763	7.83E-30	1.38E-14
3764	2.93E-39	2.22E-31
3765	1.46E-43	1.38E-32
3766	1.25E-41	1.51E-27
3767	6.07E-45	1.25E-20
3768	6.35E-38	7.98E-29
3769	9.90E-21	4.97E-34
3770	6.83E-25	2.52E-27
3771	1.25E-25	1.49E-31
3772	1.45E-30	6.69E-30
3773	2.88E-20	5.77E-23
3774	3.84E-24	1.93E-25
3775	2.01E-12	1.37E-19
3776	4.45E-51	3.79E-33
3777	1.59E-109	2.21E-80
3778	8.99E-53	2.76E-26
3779	4.50E-29	1.01E-24
3780	1.82E-18	1.14E-18
3781	9.63E-43	2.19E-38
3782	7.11E-23	1.63E-19
3783	2.11E-18	5.89E-21
3784	3.10E-14	1.44E-15
3785	7.34E-27	7.04E-29
3786	4.76E-17	2.00E-26
3787	6.40E-27	9.82E-20
3788	1.01E-25	4.60E-20
3789	6.48E-49	2.69E-27
3790	6.28E-62	2.19E-37
3791	5.20E-32	3.49E-25
3792	1.72E-38	1.74E-29
3793	1.18E-32	3.82E-05
3794	1.22E-90	4.98E-45
3795	1.56E-106	4.15E-58
3796	1.65E-35	2.27E-24
3797	3.73E-06	4.16E-14
3798	3.67E-21	7.33E-32
3799	3.60E-68	6.40E-34
3800	1.37E-35	9.45E-28
3801	2.47E-37	9.30E-21
3802	2.06E-36	2.85E-25
3803	1.94E-43	3.37E-31
3804	1.53E-44	1.59E-32
3805	1.37E-19	2.59E-30
3806	9.03E-50	2.20E-54
3807	7.52E-37	3.60E-45
3808	1.28E-36	4.96E-35
3809	0.003846237	5.43E-10
3810	0.825542517	5.05E-08
3811	5.60E-09	1.39E-16
3812	1.60E-55	1.34E-39
3813	7.44E-40	1.84E-36
3814	5.94E-50	5.52E-48
3815	1.70E-16	1.88E-32
3816	5.11E-11	1.80E-13
3817	1.32E-33	2.99E-19
3818	4.51E-21	9.53E-21
3819	6.08E-07	2.34E-16
3820	1.06E-09	2.88E-17
3821	1.63E-17	2.70E-22
3822	6.82E-19	1.01E-23
3823	2.73E-06	3.46E-06
3824	3.45E-42	4.21E-25
3825	8.15E-28	3.95E-26
3826	2.18E-36	1.67E-30
3827	7.35E-07	1.51E-06
3828	6.92E-16	6.82E-33
3829	0.999628537	3.49E-16
3830	0.728177849	1.28E-20
3831	7.28E-17	3.18E-37
3832	1.63E-10	1.24E-19
3833	3.49E-12	9.59E-26
3834	6.16E-19	6.67E-30
3835	1.38E-10	8.44E-33
3836	1.95E-17	4.08E-21
3837	1.03E-49	2.74E-48
3838	0.021258894	1.13E-15
3839	0.006203832	2.90E-25
3840	0.800307936	3.75E-09
3841	0.001022013	5.31E-19
3842	0.216780805	5.77E-16
3843	0.07727506	7.38E-06
3844	3.62E-30	3.44E-24
3845	1.15E-22	1.87E-20
3846	1.67E-26	5.31E-14
3847	0.419702292	0.000122467
3848	1.08E-05	2.93E-28
3849	0.006494623	2.78E-10
3850	2.65E-29	4.30E-41
3851	2.56E-05	3.39E-31
3852	0.815218679	1.56E-07
3853	0.008171982	7.01E-09
3854	0.045620795	7.14E-07
3855	3.49E-35	8.83E-46
3856	1.33E-19	1.32E-33
3857	2.07E-46	1.00E-50
3858	4.77E-08	1.42E-20
3859	8.66E-12	4.66E-19
3860	2.75E-25	7.32E-30
3861	9.76E-20	4.88E-30
3862	7.38E-14	8.73E-21
3863	1.90E-09	6.15E-19
3864	7.13E-43	6.61E-29
3865	3.59E-31	3.28E-28
3866	5.37E-37	2.52E-25
3867	1.01E-43	1.22E-36
3868	6.32E-22	6.98E-31
3869	4.40E-62	1.94E-73
3870	0.000418568	9.40E-25
3871	3.27E-10	6.28E-31
3872	3.78E-08	4.80E-38
3873	2.28E-05	1.24E-22
3874	1.97E-06	1.92E-17
3875	1.92E-12	5.75E-31
3876	2.13E-28	2.59E-37
3877	6.12E-37	2.11E-41
3878	7.69E-49	7.92E-51
3879	5.46E-16	8.06E-25
3880	5.97E-40	6.57E-46
3881	3.92E-37	3.56E-31
3882	4.21E-79	1.85E-59
3883	5.07E-109	5.67E-65
3884	2.58E-94	8.48E-42
3885	7.49E-70	2.05E-54
3886	1.86E-59	1.21E-39
3887	7.49E-106	3.40E-54
3888	2.86E-111	1.73E-37
3889	1.07E-112	2.26E-69
3890	1.07E-112	3.15E-54
3891	4.09E-118	1.18E-34
3892	2.81E-125	2.13E-49
3893	4.99E-123	2.47E-67
3894	2.81E-125	3.49E-57
3895	1.75E-115	8.40E-55
3896	2.86E-35	1.83E-35
3897	1.28E-05	2.01E-06
3898	6.73E-54	1.32E-32
3899	2.77E-139	7.26E-116
3900	2.90E-97	2.10E-43
3901	1.93E-96	1.55E-32
3902	8.29E-19	0.957885672
3903	4.18E-69	5.90E-68
3904	8.41E-18	5.84E-06
3905	5.62E-68	1.59E-76
3906	8.15E-129	5.52E-132
3907	2.78E-07	7.82E-08
3908	5.81E-08	6.30E-08
3909	1.02E-31	1.58E-16
3910	0.030784485	0.000324575
3911	4.91E-07	1.94E-07
3912	5.12E-32	2.95E-16
3913	2.00E-63	6.97E-21
3914	1.90E-128	1.11E-102
3915	2.47E-24	1.40E-30
3916	2.07E-43	3.17E-41
3917	6.06E-98	3.67E-31
3918	5.05E-98	2.90E-61
3919	1.29E-26	7.50E-21
3920	1.34E-05	0.002541477
3921	8.18E-67	1.07E-37
3922	3.43E-94	8.75E-68
3923	2.90E-79	1.98E-42
3924	2.10E-53	4.75E-25
3925	8.01E-67	2.90E-38
3926	3.86E-65	3.48E-40
3927	0.000149948	4.04E-11
3928	0.000127418	0.000355826
3929	8.95E-60	5.43E-26
3930	1.05E-45	1.55E-19
3931	6.24E-50	4.03E-29
3932	1.10E-68	3.24E-33
3933	2.30E-14	4.02E-05
3934	3.98E-06	4.48E-06
3935	1.69E-19	1.54E-09
3936	2.13E-49	4.32E-46
3937	3.23E-42	9.79E-52
3938	1.28E-15	2.27E-36
3939	0.999909756	1.84E-19
3940	5.11E-08	9.31E-10
3941	6.78E-10	6.72E-10
3942	6.72E-10	6.78E-10
3943	1.19E-09	5.10E-08
3944	6.39E-11	0.999672083
3945	7.70E-134	1.36E-85
3946	2.81E-125	1.56E-88
3947	2.77E-139	2.77E-139
3948	2.95E-24	1.28E-25
3949	2.86E-111	8.46E-85
3950	8.51E-48	3.42E-28
3951	4.99E-123	1.06E-126
3952	2.51E-105	2.72E-56
3953	1.06E-108	1.31E-82
3954	1.16E-13	2.49E-74
3955	1.63E-28	2.78E-39
3956	0.999989878	2.42E-13
3957	0.000119848	2.10E-09
3958	0.006272117	1.03E-09
3959	0.001182813	8.96E-10
3960	2.80E-08	7.49E-10
3961	8.05E-10	7.35E-10
3962	7.91E-10	9.84E-10
3963	9.72E-08	2.79E-08
3964	2.83E-09	3.34E-09
3965	8.97E-10	7.35E-10
3966	1.36E-09	9.70E-10
3967	8.95E-08	1.11E-06
3968	4.74E-22	4.90E-40
3969	5.59E-35	7.21E-42
3970	8.06E-05	1.09E-07
3971	6.96E-08	5.17E-08
3972	1.66E-33	5.45E-33
3973	7.50E-83	2.72E-69
3974	2.39E-77	1.40E-54
3975	8.24E-47	1.33E-12
3976	1.66E-46	3.64E-30
3977	6.97E-37	1.70E-13
3978	6.65E-23	1.29E-29
3979	5.07E-63	2.75E-18
3980	4.73E-82	4.94E-25
3981	1.09E-116	3.98E-64
3982	7.49E-88	3.57E-27
3983	7.86E-69	4.46E-54
3984	1.23E-06	1.13E-06
3985	0.000663033	1.20E-07
3986	2.51E-09	1.02E-09
3987	5.79E-08	5.49E-08
3988	6.33E-36	1.78E-33
3989	3.28E-58	2.50E-17
3990	1.35E-69	3.58E-38
3991	1.19E-42	2.36E-43
3992	1.69E-09	1.93E-24
3993	3.60E-05	6.39E-15
3994	2.37E-61	1.80E-76
3995	1.36E-14	7.58E-12
3996	2.77E-139	7.26E-134
3997	5.67E-83	6.31E-57
3998	7.49E-106	5.61E-85
3999	2.81E-125	1.68E-55
4000	5.48E-96	2.52E-35
4001	0.00012896	2.69E-07
4002	3.92E-23	2.01E-16
4003	7.77E-58	1.59E-22
4004	1.97E-65	4.89E-25
4005	1.87E-26	4.13E-34
4006	4.93E-55	9.39E-27
4007	4.70E-101	1.31E-59
4008	3.43E-112	2.53E-65
4009	5.07E-109	2.18E-94
4010	1.88E-18	5.67E-09
4011	6.62E-13	3.96E-30
4012	6.99E-06	0.989996518
4013	1.17E-06	2.32E-05
4014	0.001095518	5.14E-05
4015	5.39E-06	2.66E-05
4016	2.62E-18	1.85E-28
4017	2.07E-137	8.72E-138
4018	0.086844098	0.000363921
4019	0.998582757	1.03E-08
4020	2.74E-11	9.27E-32
4021	1.82E-50	2.81E-107
4022	1.67E-57	1.11E-39
4023	2.60E-27	0.046485714
4024	5.82E-34	3.37E-32
4025	1.94E-36	1.72E-76
4026	4.73E-46	2.74E-40
4027	2.81E-125	2.77E-104
4028	2.04E-53	1.25E-32
4029	8.22E-08	7.34E-08
4030	6.58E-07	3.46E-09
4031	1.00E-07	1.79E-09
4032	0.999995283	1.37E-13
4033	0.99649473	1.59E-10
4034	0.999731736	1.69E-08
4035	0.005364967	7.26E-06
4036	2.57E-07	1.39E-07
4037	0.017262676	0.273237427
4038	1.84E-50	2.53E-19
4039	4.51E-124	1.09E-116
4040	6.37E-68	5.58E-61
4041	6.76E-24	8.97E-25
4042	3.37E-47	5.93E-18
4043	1.79E-56	4.36E-34
4044	4.58E-08	0.000600312
4045	0.004559715	0.083663082
4046	5.43E-38	5.34E-54
4047	3.77E-33	1.68E-42
4048	3.58E-11	3.73E-15
4049	0.001138724	0.004725626
4050	3.95E-25	4.88E-20
4051	3.37E-14	7.42E-17
4052	1.03E-31	2.86E-39
4053	6.89E-40	5.85E-46
4054	7.39E-31	3.83E-37
4055	1.50E-26	7.02E-38
4056	4.59E-18	5.81E-32
4057	0.091667594	1.87E-48
4058	0.995425223	3.59E-31
4059	5.47E-06	2.02E-07
4060	2.13E-24	2.69E-50
4061	0.051711615	8.83E-06
4062	5.56E-06	4.66E-07
4063	0.074537963	0.115192907
4064	1.66E-24	3.15E-22
4065	1.87E-06	2.42E-06
4066	2.20E-05	5.89E-07
4067	1.96E-08	4.25E-13
4068	1.64E-30	2.62E-16
4069	1.18E-118	1.33E-103
4070	3.11E-53	1.15E-67
4071	4.10E-06	0.000756469
4072	1.14E-06	0.018894342
4073	1.13E-42	7.39E-15
4074	4.22E-108	5.01E-26
4075	2.17E-44	6.89E-19
4076	0.986803977	9.22E-08
4077	0.944102413	9.84E-11
4078	0.999997135	4.69E-15
4079	0.999999937	7.94E-16
4080	0.9982305	2.63E-11
4081	9.30E-06	6.46E-08
4082	2.40E-09	4.59E-07
4083	1.05E-10	3.19E-10
4084	2.97E-17	5.27E-17
4085	8.74E-29	2.47E-21
4086	4.40E-07	1.48E-08
4087	1.03E-07	1.61E-06
4088	9.09E-06	0.124385414
4089	2.85E-69	1.30E-48
4090	2.28E-99	1.26E-44
4091	1.31E-117	1.93E-78
4092	2.76E-42	9.91E-16
4093	4.24E-22	1.91E-26
4094	2.33E-12	0.103423254
4095	1.15E-17	3.27E-13
4096	4.74E-19	1.23E-11
4097	7.64E-08	2.21E-07
4098	1.22E-06	0.004638092
4099	9.03E-08	0.846405208
4100	9.27E-138	2.10E-137
4101	7.26E-134	2.14E-90
4102	7.26E-134	7.49E-88
4103	5.07E-109	2.67E-40
4104	3.92E-57	1.04E-42
4105	1.06E-43	3.78E-45
4106	2.74E-29	5.77E-22
4107	3.96E-46	2.93E-32
4108	4.89E-08	0.974901714
4109	2.89E-09	0.99504976
4110	1.61E-08	0.796506449
4111	5.52E-18	0.96953383
4112	3.42E-31	5.30E-29
4113	3.78E-27	6.82E-22
4114	2.95E-10	5.44E-24
4115	0.999276554	1.48E-09
4116	7.36E-08	7.19E-10
4117	1.43E-07	6.82E-08
4118	8.57E-35	2.17E-29
4119	7.92E-06	0.993138378
4120	1.01E-07	0.566960779
4121	1.89E-13	0.999964692
4122	4.15E-11	0.998965016
4123	3.69E-23	0.999999358
4124	2.12E-09	3.37E-07
4125	2.20E-07	2.01E-07
4126	1.53E-12	8.29E-34
4127	2.89E-50	8.43E-16
4128	7.61E-23	6.49E-23
4129	0.000202523	4.57E-06
4130	7.73E-08	6.90E-08
4131	1.08E-07	2.44E-08
4132	0.00041098	1.27E-07
4133	8.06E-10	6.98E-10
4134	2.34E-08	5.94E-09
4135	0.001159171	0.031360544
4136	2.42E-09	4.04E-08
4137	8.94E-06	1.50E-07
4138	0.000604902	2.72E-27
4139	0.020243255	0.021257686
4140	1.78E-14	0.999678949
4141	8.30E-82	4.14E-48
4142	2.95E-83	2.32E-71
4143	2.10E-61	4.96E-16
4144	9.98E-15	1.61E-10
4145	1.52E-05	2.04E-07
4146	2.12E-07	8.48E-08
4147	3.19E-08	3.85E-08
4148	2.84E-139	2.89E-125
4149	3.89E-64	1.87E-37
4150	1.41E-06	8.13E-07
4151	0.012536024	1.45E-05
4152	0.987567739	3.78E-05
4153	0.906228385	2.99E-16
4154	2.14E-27	1.14E-75
4155	0.999995857	1.28E-13
4156	0.999999931	1.12E-17
4157	7.04E-06	2.65E-08
4158	0.487941527	0.062591977
4159	5.88E-19	1.11E-19
4160	0.000159804	0.000339417
4161	3.73E-07	1.20E-06
4162	6.92E-08	1.19E-09
4163	1.49E-09	7.22E-10
4164	7.97E-09	1.18E-09
4165	1.12E-08	2.16E-09
4166	6.45E-09	6.45E-09
4167	1.90E-05	7.82E-08
4168	4.18E-06	0.000318279
4169	1.31E-10	4.79E-09
4170	1.09E-06	6.59E-07
4171	1.81E-09	1.11E-08
4172	8.33E-09	0.008952346
4173	3.76E-29	0.999995661
4174	3.99E-09	0.034362788
4175	3.11E-09	3.52E-08
4176	2.68E-08	7.48E-08
4177	1.80E-09	0.400931552
4178	2.79E-103	2.45E-60
4179	2.77E-139	2.77E-139
4180	1.01E-76	9.38E-54
4181	7.27E-99	9.13E-57
4182	8.28E-115	2.14E-123
4183	1.44E-07	7.33E-08
4184	7.88E-10	7.71E-10
4185	1.96E-09	1.31E-09
4186	6.72E-10	6.79E-10
4187	7.40E-10	6.23E-08
4188	2.82E-15	0.999998223
4189	7.79E-12	0.999982296
4190	9.68E-10	8.24E-07
4191	7.91E-10	8.20E-10
4192	5.83E-09	4.19E-09
4193	8.03E-09	1.48E-08
4194	1.14E-06	0.001079845
4195	6.22E-20	8.33E-19
4196	4.03E-78	9.42E-65
4197	8.98E-24	6.67E-34
4198	2.44E-48	4.49E-43
4199	6.07E-45	7.40E-29
4200	1.31E-38	1.06E-40
4201	1.13E-05	1.88E-27
4202	5.69E-08	5.32E-08
4203	3.14E-09	1.15E-07
4204	1.42E-05	0.953761198
4205	1.63E-06	0.000207354
4206	2.30E-75	9.04E-46
4207	1.47E-20	9.60E-08
4208	3.89E-55	4.73E-37
4209	4.22E-108	5.97E-76
4210	2.77E-139	2.81E-125
4211	2.77E-139	1.31E-117
4212	2.20E-49	6.57E-60
4213	2.89E-06	0.500121974
4214	5.82E-09	1.44E-06
4215	1.43E-06	4.77E-09
4216	1.15E-07	1.51E-08
4217	0.147097868	0.000448868
4218	3.47E-06	6.35E-07
4219	5.01E-12	1.34E-17
4220	4.60E-15	2.96E-46
4221	2.17E-15	5.37E-20
4222	3.20E-26	3.92E-60
4223	8.85E-25	3.69E-39
4224	6.34E-102	5.08E-74
4225	2.86E-111	1.96E-100
4226	7.26E-134	7.26E-134
4227	1.90E-110	1.45E-64
4228	3.01E-100	1.11E-102
4229	0.001143083	1.79E-33
4230	3.36E-09	2.65E-24
4231	1.22E-65	1.03E-75
4232	5.76E-96	3.90E-81
4233	5.97E-112	4.99E-123
